name,description,turbulence_category,designator,manufacturer,type,engine_count,engine_type
C-12 Huron,L2T,L/M,BE20,RAYTHEON,LandPlane,2,Turboprop/Turboshaft
CT-156 Harvard 2,L1T,L,TEX2,RAYTHEON,LandPlane,1,Turboprop/Turboshaft
Harvard 2,L1T,L,TEX2,RAYTHEON,LandPlane,1,Turboprop/Turboshaft
Hawker 800,L2J,M,H25B,RAYTHEON,LandPlane,2,Jet
Hawker 850,L2J,M,H25B,RAYTHEON,LandPlane,2,Jet
Hawker 1000,L2J,M,H25C,RAYTHEON,LandPlane,2,Jet
A36 Chofit,L1P,L,BE36,RAYTHEON,LandPlane,1,Piston
Hawker 4000,L2J,M,HA4T,RAYTHEON,LandPlane,2,Jet
Hawker Horizon,L2J,M,HA4T,RAYTHEON,LandPlane,2,Jet
Jayhawk,L2J,M,BE40,RAYTHEON,LandPlane,2,Jet
King Air,L2T,L,BE9L,RAYTHEON,LandPlane,2,Turboprop/Turboshaft
LR-2 Super King Air 350,L2T,L/M,B350,RAYTHEON,LandPlane,2,Turboprop/Turboshaft
Premier 1,L2J,L,PRM1,RAYTHEON,LandPlane,2,Jet
Sentinel,L2J,M,GLEX,RAYTHEON,LandPlane,2,Jet
Starship,L2T,L,STAR,RAYTHEON,LandPlane,2,Turboprop/Turboshaft
Super King Air 350,L2T,L/M,B350,RAYTHEON,LandPlane,2,Turboprop/Turboshaft
Super King Air (200),L2T,L/M,BE20,RAYTHEON,LandPlane,2,Turboprop/Turboshaft
Super King Air (300),L2T,L,BE30,RAYTHEON,LandPlane,2,Turboprop/Turboshaft
T-1 Jayhawk,L2J,M,BE40,RAYTHEON,LandPlane,2,Jet
T-6 Texan 2,L1T,L,TEX2,RAYTHEON,LandPlane,1,Turboprop/Turboshaft
Texan 2,L1T,L,TEX2,RAYTHEON,LandPlane,1,Turboprop/Turboshaft
U-125,L2J,M,H25B,RAYTHEON,LandPlane,2,Jet
Chofit,L1P,L,BE36,RAYTHEON,LandPlane,1,Piston
G36 Bonanza,L1P,L,BE36,RAYTHEON,LandPlane,1,Piston
Bonanza (G36),L1P,L,BE36,RAYTHEON,LandPlane,1,Piston
B36TC Bonanza,L1P,L,BT36,RAYTHEON,LandPlane,1,Piston
Bonanza (B36TC),L1P,L,BT36,RAYTHEON,LandPlane,1,Piston
IU-93,L2J,M,H25B,RAYTHEON,LandPlane,2,Jet
Huron,L2T,L/M,BE20,RAYTHEON,LandPlane,2,Turboprop/Turboshaft
400A Beechjet,L2J,M,BE40,RAYTHEON,LandPlane,2,Jet
Hawker 400XP,L2J,M,BE40,RAYTHEON,LandPlane,2,Jet
400T Jayhawk,L2J,M,BE40,RAYTHEON,LandPlane,2,Jet
400T TX,L2J,M,BE40,RAYTHEON,LandPlane,2,Jet
TX,L2J,M,BE40,RAYTHEON,LandPlane,2,Jet
T-400,L2J,M,BE40,RAYTHEON,LandPlane,2,Jet
Beechjet (400A),L2J,M,BE40,RAYTHEON,LandPlane,2,Jet
Beechjet (400XT/400XPR),L2J,M,BE4W,RAYTHEON,LandPlane,2,Jet
400XT Beechjet,L2J,M,BE4W,RAYTHEON,LandPlane,2,Jet
400XPR Beechjet,L2J,M,BE4W,RAYTHEON,LandPlane,2,Jet
Hawker 400XT,L2J,M,BE4W,RAYTHEON,LandPlane,2,Jet
Hawker 400XPR,L2J,M,BE4W,RAYTHEON,LandPlane,2,Jet
Bonanza 36,L1P,L,BE36,RAYTHEON,LandPlane,1,Piston
A36 Bonanza 36,L1P,L,BE36,RAYTHEON,LandPlane,1,Piston
Escapade,L1P,L,ESCP,REALITY,LandPlane,1,Piston
175 Skyranger,L1P,L,SKYR,REARWIN,LandPlane,1,Piston
180 Skyranger,L1P,L,SKYR,REARWIN,LandPlane,1,Piston
7000 Sportster,L1P,L,SPST,REARWIN,LandPlane,1,Piston
8500 Sportster,L1P,L,SPST,REARWIN,LandPlane,1,Piston
9000 Sportster,L1P,L,SPST,REARWIN,LandPlane,1,Piston
Skyranger,L1P,L,SKYR,REARWIN,LandPlane,1,Piston
Sportster,L1P,L,SPST,REARWIN,LandPlane,1,Piston
2000 Ken-Royce,L1P,L,KERO,REARWIN,LandPlane,1,Piston
Ken-Royce,L1P,L,KERO,REARWIN,LandPlane,1,Piston
6000 Speedster,L1P,L,SPDR,REARWIN,LandPlane,1,Piston
Speedster,L1P,L,SPDR,REARWIN,LandPlane,1,Piston
8090 Cloudster,L1P,L,CLDS,REARWIN,LandPlane,1,Piston
8125 Cloudster,L1P,L,CLDS,REARWIN,LandPlane,1,Piston
8135 Cloudster,L1P,L,CLDS,REARWIN,LandPlane,1,Piston
Cloudster,L1P,L,CLDS,REARWIN,LandPlane,1,Piston
190 Skyranger,L1P,L,SKYR,REARWIN,LandPlane,1,Piston
Pony,A1P,L,PONY,REDA,Amphibian,1,Piston
DH-2,L1P,L,RDH2,REDFERN,LandPlane,1,Piston
Fokker Dr-1,L1P,L,DR1,REDFERN,LandPlane,1,Piston
Nieuport 17,L1P,L,NPOR,REDFERN,LandPlane,1,Piston
Nieuport 24,L1P,L,NPOR,REDFERN,LandPlane,1,Piston
Lightning Bug,L1P,L,LBUG,REFLEX,LandPlane,1,Piston
White Lightning,L1P,L,WHIL,REFLEX,LandPlane,1,Piston
WLAC-1 White Lightning,L1P,L,WHIL,REFLEX,LandPlane,1,Piston
Aerobat (FA150/FRA150),L1P,L,C150,REIMS,LandPlane,1,Piston
Aerobat (FA152),L1P,L,C152,REIMS,LandPlane,1,Piston
Caravan 2,L2T,L,F406,REIMS,LandPlane,2,Turboprop/Turboshaft
Cardinal RG,L1P,L,C77R,REIMS,LandPlane,1,Piston
Commuter,L1P,L,C150,REIMS,LandPlane,1,Piston
F150,L1P,L,C150,REIMS,LandPlane,1,Piston
F150 Commuter,L1P,L,C150,REIMS,LandPlane,1,Piston
F152,L1P,L,C152,REIMS,LandPlane,1,Piston
F172,L1P,L,C172,REIMS,LandPlane,1,Piston
F172 Skyhawk,L1P,L,C172,REIMS,LandPlane,1,Piston
F177RG Cardinal RG,L1P,L,C77R,REIMS,LandPlane,1,Piston
F182 Skylane,L1P,L,C182,REIMS,LandPlane,1,Piston
F207,L1P,L,C207,REIMS,LandPlane,1,Piston
F337 Super Skymaster,L2P,L,C337,REIMS,LandPlane,2,Piston
F406 Caravan 2,L2T,L,F406,REIMS,LandPlane,2,Turboprop/Turboshaft
F406 Vigilant,L2T,L,F406,REIMS,LandPlane,2,Turboprop/Turboshaft
FA150 Aerobat,L1P,L,C150,REIMS,LandPlane,1,Piston
FA152 Aerobat,L1P,L,C152,REIMS,LandPlane,1,Piston
FP172,L1P,L,C172,REIMS,LandPlane,1,Piston
FP337 Pressurized Skymaster,L2P,L,P337,REIMS,LandPlane,2,Piston
FR172 Hawk XP,L1P,L,C172,REIMS,LandPlane,1,Piston
FR172 Reims Rocket,L1P,L,C172,REIMS,LandPlane,1,Piston
FR182 Skylane RG,L1P,L,C82R,REIMS,LandPlane,1,Piston
FRA150 Aerobat,L1P,L,C150,REIMS,LandPlane,1,Piston
FT337E Turbo Super Skymaster,L2P,L,C337,REIMS,LandPlane,2,Piston
FT337F Turbo Super Skymaster,L2P,L,C337,REIMS,LandPlane,2,Piston
FT337G Pressurized Skymaster,L2P,L,P337,REIMS,LandPlane,2,Piston
FTB337 Milirole,L2P,L,C337,REIMS,LandPlane,2,Piston
Hawk XP,L1P,L,C172,REIMS,LandPlane,1,Piston
Milirole,L2P,L,C337,REIMS,LandPlane,2,Piston
Reims Rocket,L1P,L,C172,REIMS,LandPlane,1,Piston
Skyhawk,L1P,L,C172,REIMS,LandPlane,1,Piston
Skylane,L1P,L,C182,REIMS,LandPlane,1,Piston
Skylane RG,L1P,L,C82R,REIMS,LandPlane,1,Piston
Super Skymaster,L2P,L,C337,REIMS,LandPlane,2,Piston
Turbo Super Skymaster,L2P,L,C337,REIMS,LandPlane,2,Piston
Vigilant,L2T,L,F406,REIMS,LandPlane,2,Turboprop/Turboshaft
Pressurized Skymaster,L2P,L,P337,REIMS,LandPlane,2,Piston
Q-01,L1P,L,Q01,REINER STEMME,LandPlane,1,Piston
325,L1P,L,XA42,REINSDORF,LandPlane,1,Piston
GX,L1P,L,GX,REMOS,LandPlane,1,Piston
G-3 Mirage,L1P,L,G3,REMOS,LandPlane,1,Piston
Mirage,L1P,L,G3,REMOS,LandPlane,1,Piston
Berkut,L1P,L,BKUT,RENAISSANCE (1),LandPlane,1,Piston
8,L1P,L,L8,RENAISSANCE (2),LandPlane,1,Piston
CP-301 Emeraude,L1P,L,CP30,RENARD,LandPlane,1,Piston
D-112,L1P,L,D11,RENARD,LandPlane,1,Piston
Emeraude,L1P,L,CP30,RENARD,LandPlane,1,Piston
SE-5A Replica,L1P,L,SE5R,REPLICA PLANS,LandPlane,1,Piston
Alouette 2,H1T,L,ALO2,REPUBLIC,Helicopter,1,Turboprop/Turboshaft
F-47 Thunderbolt,L1P,M,P47,REPUBLIC,LandPlane,1,Piston
P-47 Thunderbolt,L1P,M,P47,REPUBLIC,LandPlane,1,Piston
RC-3 Seabee,A1P,L,RC3,REPUBLIC,Amphibian,1,Piston
SE-3130 Alouette 2,H1T,L,ALO2,REPUBLIC,Helicopter,1,Turboprop/Turboshaft
Seabee,A1P,L,RC3,REPUBLIC,Amphibian,1,Piston
Thunderbolt,L1P,M,P47,REPUBLIC,LandPlane,1,Piston
Voyager-500,H1P,L,V500,REVOLUTION,Helicopter,1,Piston
Fanliner,L1P,L,FANL,RHEIN,LandPlane,1,Piston
Fantrainer,L1T,L,FANT,RHEIN,LandPlane,1,Turboprop/Turboshaft
FL-1 Fanliner,L1P,L,FANL,RHEIN,LandPlane,1,Piston
Multoplane,L1P,L,RW3,RHEIN,LandPlane,1,Piston
Passat,L1P,L,RW3,RHEIN,LandPlane,1,Piston
RW-3 Multoplane,L1P,L,RW3,RHEIN,LandPlane,1,Piston
RW-3 Passat,L1P,L,RW3,RHEIN,LandPlane,1,Piston
Sirius 2,L1P,L,SIR2,RHEIN,LandPlane,1,Piston
Multoplane,L1P,L,RW3,RHEIN-WEST-FLUG,LandPlane,1,Piston
RW-3 Multoplane,L1P,L,RW3,RHEIN-WEST-FLUG,LandPlane,1,Piston
DR-107 One Design,L1P,L,RODS,RIHN,LandPlane,1,Piston
DR-109 Rhino,L1P,L,R109,RIHN,LandPlane,1,Piston
One Design,L1P,L,RODS,RIHN,LandPlane,1,Piston
Rhino,L1P,L,R109,RIHN,LandPlane,1,Piston
55 Twin Navion,L2P,L,TNAV,RILEY,LandPlane,2,Piston
65,L2P,L,C310,RILEY,LandPlane,2,Piston
Dove 400,L2P,L,DOVE,RILEY,LandPlane,2,Piston
Executive 400,L2P,L,DOVE,RILEY,LandPlane,2,Piston
Heron,L4P,L,HERN,RILEY,LandPlane,4,Piston
Rocket,L2P,L,C310,RILEY,LandPlane,2,Piston
Rocket 340,L2P,L,C340,RILEY,LandPlane,2,Piston
Rocket P210,L1P,L,P210,RILEY,LandPlane,1,Piston
Rocket Power 414,L2P,L,C414,RILEY,LandPlane,2,Piston
Super 310,L2P,L,C310,RILEY,LandPlane,2,Piston
Super 340,L2P,L,C340,RILEY,LandPlane,2,Piston
Super P210,L1P,L,P210,RILEY,LandPlane,1,Piston
Turbine Eagle 421,L2T,L,C21T,RILEY,LandPlane,2,Turboprop/Turboshaft
Turbine Rocket 421,L2T,L,C21T,RILEY,LandPlane,2,Turboprop/Turboshaft
Turbo-Rocket,L2P,L,C310,RILEY,LandPlane,2,Piston
Turbostream,L2P,L,C310,RILEY,LandPlane,2,Piston
Twin Navion,L2P,L,TNAV,RILEY,LandPlane,2,Piston
F-13 Replica,L1P,L,F13,RIMOWA,LandPlane,1,Piston
Breezy,L1P,L,RLU1,RLU,LandPlane,1,Piston
RLU-1 Breezy,L1P,L,RLU1,RLU,LandPlane,1,Piston
2+2 (DR-300),L1P,L,DR30,ROBIN,LandPlane,1,Piston
2+2 (DR-400),L1P,L,DR40,ROBIN,LandPlane,1,Piston
Acrobin,L1P,L,HR20,ROBIN,LandPlane,1,Piston
Aiglon,L1P,L,R100,ROBIN,LandPlane,1,Piston
Alpha,L1P,L,R200,ROBIN,LandPlane,1,Piston
Alpha Sport,L1P,L,R200,ROBIN,LandPlane,1,Piston
ATL,L1P,L,ATL,ROBIN,LandPlane,1,Piston
Cadet,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Chevalier (DR-360),L1P,L,DR30,ROBIN,LandPlane,1,Piston
Chevalier (DR-400),L1P,L,DR40,ROBIN,LandPlane,1,Piston
Dauphin 2+2,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Dauphin 4,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Dauphin 80,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-300,L1P,L,DR30,ROBIN,LandPlane,1,Piston
DR-300 2+2,L1P,L,DR30,ROBIN,LandPlane,1,Piston
DR-315 Petit Prince,L1P,L,DR30,ROBIN,LandPlane,1,Piston
DR-340 Major,L1P,L,DR30,ROBIN,LandPlane,1,Piston
DR-360 Chevalier,L1P,L,DR30,ROBIN,LandPlane,1,Piston
DR-380 Prince,L1P,L,DR30,ROBIN,LandPlane,1,Piston
DR-400 2+2,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Cadet,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Chevalier,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Dauphin 2+2,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Dauphin 4,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Dauphin 80,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Earl,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Major,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Major 80,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Petit Prince,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Regent,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Remo 180,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Remo 200,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Remo 212,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-400 Remorqueur,L1P,L,DR40,ROBIN,LandPlane,1,Piston
DR-500 President,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Earl,L1P,L,DR40,ROBIN,LandPlane,1,Piston
HR-100 President,L1P,L,HR10,ROBIN,LandPlane,1,Piston
HR-100 Royal,L1P,L,HR10,ROBIN,LandPlane,1,Piston
HR-100 Safari,L1P,L,HR10,ROBIN,LandPlane,1,Piston
HR-100 Tiara,L1P,L,HR10,ROBIN,LandPlane,1,Piston
HR-200,L1P,L,HR20,ROBIN,LandPlane,1,Piston
HR-200 Acrobin,L1P,L,HR20,ROBIN,LandPlane,1,Piston
Major 80,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Major (DR-340),L1P,L,DR30,ROBIN,LandPlane,1,Piston
Major (DR-400),L1P,L,DR40,ROBIN,LandPlane,1,Piston
Petit Prince (DR-315),L1P,L,DR30,ROBIN,LandPlane,1,Piston
Petit Prince (DR-400),L1P,L,DR40,ROBIN,LandPlane,1,Piston
President (DR-500),L1P,L,DR40,ROBIN,LandPlane,1,Piston
President (HR-100),L1P,L,HR10,ROBIN,LandPlane,1,Piston
Prince,L1P,L,DR30,ROBIN,LandPlane,1,Piston
R-200,L1P,L,HR20,ROBIN,LandPlane,1,Piston
R-300,L1P,L,R300,ROBIN,LandPlane,1,Piston
R-1180 Aiglon,L1P,L,R100,ROBIN,LandPlane,1,Piston
R-2100 Super Club,L1P,L,R200,ROBIN,LandPlane,1,Piston
R-2112 Alpha,L1P,L,R200,ROBIN,LandPlane,1,Piston
R-2120 Alpha,L1P,L,R200,ROBIN,LandPlane,1,Piston
R-2160 Alpha Sport,L1P,L,R200,ROBIN,LandPlane,1,Piston
R-3000,L1P,L,R300,ROBIN,LandPlane,1,Piston
R-3100,L1P,L,R300,ROBIN,LandPlane,1,Piston
R-3120,L1P,L,R300,ROBIN,LandPlane,1,Piston
R-3140,L1P,L,R300,ROBIN,LandPlane,1,Piston
Regent,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Remo 180,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Remo 200,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Remo 212,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Remorqueur,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Royal,L1P,L,HR10,ROBIN,LandPlane,1,Piston
Safari,L1P,L,HR10,ROBIN,LandPlane,1,Piston
Super Club,L1P,L,R200,ROBIN,LandPlane,1,Piston
Tiara,L1P,L,HR10,ROBIN,LandPlane,1,Piston
X-4,L1P,L,X4,ROBIN,LandPlane,1,Piston
DR-400 Ecoflyer,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Ecoflyer,L1P,L,DR40,ROBIN,LandPlane,1,Piston
Astro,H1P,L,R44,ROBINSON,Helicopter,1,Piston
Beta,H1P,L,R22,ROBINSON,Helicopter,1,Piston
Clipper,H1P,L,R44,ROBINSON,Helicopter,1,Piston
Mariner,H1P,L,R22,ROBINSON,Helicopter,1,Piston
R-22,H1P,L,R22,ROBINSON,Helicopter,1,Piston
R-22 Beta,H1P,L,R22,ROBINSON,Helicopter,1,Piston
R-22 Mariner,H1P,L,R22,ROBINSON,Helicopter,1,Piston
R-44 Astro,H1P,L,R44,ROBINSON,Helicopter,1,Piston
R-44 Clipper,H1P,L,R44,ROBINSON,Helicopter,1,Piston
R-44 Raven,H1P,L,R44,ROBINSON,Helicopter,1,Piston
Raven,H1P,L,R44,ROBINSON,Helicopter,1,Piston
R-66,H1T,L,R66,ROBINSON,Helicopter,1,Turboprop/Turboshaft
Krähe,L1P,L,KRAH,ROCK,LandPlane,1,Piston
Rocket 185,L1P,L,R185,ROCKET,LandPlane,1,Piston
112 Alpine Commander,L1P,L,AC11,ROCKWELL,LandPlane,1,Piston
112 Commander 112,L1P,L,AC11,ROCKWELL,LandPlane,1,Piston
114 Commander 114,L1P,L,AC11,ROCKWELL,LandPlane,1,Piston
114 Gran Turismo Commander,L1P,L,AC11,ROCKWELL,LandPlane,1,Piston
500 Shrike Commander,L2P,L,AC50,ROCKWELL,LandPlane,2,Piston
685 Commander 685,L2P,L,AC6L,ROCKWELL,LandPlane,2,Piston
690 Jetprop Commander 840,L2T,L,AC90,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
690 Turbo Commander 690,L2T,L,AC90,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
695 Jetprop Commander 980,L2T,L,AC95,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
695 Jetprop Commander 1000,L2T,L,AC95,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
700 Commander 700,L2P,L,RC70,ROCKWELL,LandPlane,2,Piston
710 Commander 710,L2P,L,RC70,ROCKWELL,LandPlane,2,Piston
AC-130 Spectre,L4T,M,C130,ROCKWELL,LandPlane,4,Turboprop/Turboshaft
Alpine Commander,L1P,L,AC11,ROCKWELL,LandPlane,1,Piston
B-1 Lancer,L4J,H,B1,ROCKWELL,LandPlane,4,Jet
Bronco,L2T,L,V10,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
Buckeye,L2J,L,T2,ROCKWELL,LandPlane,2,Jet
Commander 112,L1P,L,AC11,ROCKWELL,LandPlane,1,Piston
Commander 114,L1P,L,AC11,ROCKWELL,LandPlane,1,Piston
Commander 685,L2P,L,AC6L,ROCKWELL,LandPlane,2,Piston
Commander 700,L2P,L,RC70,ROCKWELL,LandPlane,2,Piston
Commander 710,L2P,L,RC70,ROCKWELL,LandPlane,2,Piston
Gran Turismo Commander,L1P,L,AC11,ROCKWELL,LandPlane,1,Piston
Jetprop Commander 840,L2T,L,AC90,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
Jetprop Commander 980,L2T,L,AC95,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
Jetprop Commander 1000,L2T,L,AC95,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
Lancer,L4J,H,B1,ROCKWELL,LandPlane,4,Jet
NA-265 Sabre 40,L2J,M,SBR1,ROCKWELL,LandPlane,2,Jet
NA-265 Sabre 60,L2J,M,SBR1,ROCKWELL,LandPlane,2,Jet
NA-265 Sabre 65,L2J,M,SBR1,ROCKWELL,LandPlane,2,Jet
NA-265 Sabre 75,L2J,M,SBR2,ROCKWELL,LandPlane,2,Jet
NA-265 Sabre 80,L2J,M,SBR2,ROCKWELL,LandPlane,2,Jet
OV-10 Bronco,L2T,L,V10,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
S-2 Thrush Commander,L1P,L,SS2P,ROCKWELL,LandPlane,1,Piston
Sabre 40,L2J,M,SBR1,ROCKWELL,LandPlane,2,Jet
Sabre 60,L2J,M,SBR1,ROCKWELL,LandPlane,2,Jet
Sabre 65,L2J,M,SBR1,ROCKWELL,LandPlane,2,Jet
Sabre 75,L2J,M,SBR2,ROCKWELL,LandPlane,2,Jet
Sabre 80,L2J,M,SBR2,ROCKWELL,LandPlane,2,Jet
Shrike Commander,L2P,L,AC50,ROCKWELL,LandPlane,2,Piston
Spectre,L4T,M,C130,ROCKWELL,LandPlane,4,Turboprop/Turboshaft
T-2 Buckeye,L2J,L,T2,ROCKWELL,LandPlane,2,Jet
Thrush Commander,L1P,L,SS2P,ROCKWELL,LandPlane,1,Piston
Turbo Commander 690,L2T,L,AC90,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
Hauler,H1P,L,UH12,ROGERSON HILLER,Helicopter,1,Piston
Hornet,H1T,L,FH11,ROGERSON HILLER,Helicopter,1,Turboprop/Turboshaft
Pegasus,H1T,L,FH11,ROGERSON HILLER,Helicopter,1,Turboprop/Turboshaft
RH-1100 Hornet,H1T,L,FH11,ROGERSON HILLER,Helicopter,1,Turboprop/Turboshaft
RH-1100 Pegasus,H1T,L,FH11,ROGERSON HILLER,Helicopter,1,Turboprop/Turboshaft
UH-12E Hauler,H1P,L,UH12,ROGERSON HILLER,Helicopter,1,Piston
NG-4 Prodigy 4,L1P,L,NG4,ROKO AERO,LandPlane,1,Piston
Prodigy 4,L1P,L,NG4,ROKO AERO,LandPlane,1,Piston
NG-4,L1P,L,NG4,ROKO AERO,LandPlane,1,Piston
CH-602 Zodiac,L1P,L,CH60,ROLAND,LandPlane,1,Piston
Zodiac,L1P,L,CH60,ROLAND,LandPlane,1,Piston
601 Zodiac,L1P,L,CH60,ROLAND,LandPlane,1,Piston
Z-602 Zodiac,L1P,L,CH60,ROLAND,LandPlane,1,Piston
Z-602,L1P,L,CH60,ROLAND,LandPlane,1,Piston
701 Stol,L1P,L,CH70,ROLAND,LandPlane,1,Piston
S-Stol,L1P,L,CH70,ROLAND,LandPlane,1,Piston
Stol,L1P,L,CH70,ROLAND,LandPlane,1,Piston
LS-8T,L1P,L,LS8,ROLLADEN-SCHNEIDER,LandPlane,1,Piston
LS-9,L1P,L,LS9,ROLLADEN-SCHNEIDER,LandPlane,1,Piston
Beta,L1P,L,BETA,ROLLASON,LandPlane,1,Piston
Condor,L1P,L,D6CR,ROLLASON,LandPlane,1,Piston
D-31 Turbulent,L1P,L,D31,ROLLASON,LandPlane,1,Piston
D-62 Condor,L1P,L,D6CR,ROLLASON,LandPlane,1,Piston
Turbulent,L1P,L,D31,ROLLASON,LandPlane,1,Piston
BN-2B Islander,L2P,L,BN2P,ROMAERO,LandPlane,2,Piston
BN-2T Defender 4000,L2T,L,BN2T,ROMAERO,LandPlane,2,Turboprop/Turboshaft
BN-2T Turbine Islander,L2T,L,BN2T,ROMAERO,LandPlane,2,Turboprop/Turboshaft
Defender 4000,L2T,L,BN2T,ROMAERO,LandPlane,2,Turboprop/Turboshaft
Islander,L2P,L,BN2P,ROMAERO,LandPlane,2,Piston
Turbine Islander,L2T,L,BN2T,ROMAERO,LandPlane,2,Turboprop/Turboshaft
RAF-2000,G1P,L,RAF2,ROTARY AIR FORCE,Gyrocopter,1,Piston
Panther 2,L1P,L,PANT,ROTEC,LandPlane,1,Piston
Panther Plus,L1P,L,PANT,ROTEC,LandPlane,1,Piston
Sea Panther,L1P,L,PANT,ROTEC,LandPlane,1,Piston
HeliSmart,H1P,L,HSMT,ROTORSMART,Helicopter,1,Piston
MT-03,G1P,L,MT,ROTORSPORT,Gyrocopter,1,Piston
MTOSport,G1P,L,MT,ROTORSPORT,Gyrocopter,1,Piston
Calidus,G1P,L,CDUS,ROTORSPORT,Gyrocopter,1,Piston
Cavalon,G1P,L,CLON,ROTORSPORT,Gyrocopter,1,Piston
Cloud Dancer 2,G1P,L,CLD2,ROTORTEC,Gyrocopter,1,Piston
A-600 Talon,H1P,L,A600,ROTORWAY,Helicopter,1,Piston
Eagle 300T,H1T,L,EGL3,ROTORWAY,Helicopter,1,Turboprop/Turboshaft
Talon,H1P,L,A600,ROTORWAY,Helicopter,1,Piston
Exec,H1P,L,EXEC,ROTORWAY,Helicopter,1,Piston
JetExec,H1T,L,EXEJ,ROTORWAY,Helicopter,1,Turboprop/Turboshaft
Scorpion,H1P,L,SCOR,ROTORWAY,Helicopter,1,Piston
CP-301 Emeraude,L1P,L,CP30,ROUCHAUD,LandPlane,1,Piston
Emeraude,L1P,L,CP30,ROUCHAUD,LandPlane,1,Piston
CP-301 Emeraude,L1P,L,CP30,ROUSSEAU,LandPlane,1,Piston
Emeraude,L1P,L,CP30,ROUSSEAU,LandPlane,1,Piston
Chandra,L1P,L,RTA4,RTAF,LandPlane,1,Piston
Fantrainer,L1T,L,FANT,RTAF,LandPlane,1,Turboprop/Turboshaft
RTAF-4 Chandra,L1P,L,RTA4,RTAF,LandPlane,1,Piston
AS-532 Cougar,H2T,M,AS32,RUAG,Helicopter,2,Turboprop/Turboshaft
Cougar,H2T,M,AS32,RUAG,Helicopter,2,Turboprop/Turboshaft
Envoy,L2J,M,J328,RUAG,LandPlane,2,Jet
Dornier 228,L2T,L,D228,RUAG,LandPlane,2,Turboprop/Turboshaft
Dornier 328JET Envoy,L2J,M,J328,RUAG,LandPlane,2,Jet
R-12 Vimana,L1P,L,R12,RUPERT,LandPlane,1,Piston
VimanaSteel,L1P,L,RVST,RUPERT,LandPlane,1,Piston
Vimana,L1P,L,R12,RUPERT,LandPlane,1,Piston
R-11,L1P,L,R11,RUPERT,LandPlane,1,Piston
MF-85,L1P,L,R90R,RUSCHMEYER,LandPlane,1,Piston
R-90-230FG,L1P,L,R90F,RUSCHMEYER,LandPlane,1,Piston
R-90-230RG,L1P,L,R90R,RUSCHMEYER,LandPlane,1,Piston
R-90-420AT,L1T,L,R90T,RUSCHMEYER,LandPlane,1,Turboprop/Turboshaft
Savage,L1P,L,SAVG,RUSSO,LandPlane,1,Piston
33 VariEze,L1P,L,VEZE,RUTAN,LandPlane,1,Piston
40 Defiant,L2P,L,DEFI,RUTAN,LandPlane,2,Piston
61 Long-EZ,L1P,L,LGEZ,RUTAN,LandPlane,1,Piston
77 Solitaire,L1P,L,SOLI,RUTAN,LandPlane,1,Piston
151 Ares,L1J,L,ARES,RUTAN,LandPlane,1,Jet
202 Boomerang,L2P,L,BOOM,RUTAN,LandPlane,2,Piston
281 Proteus,L2J,L,PRTS,RUTAN,LandPlane,2,Jet
Ares,L1J,L,ARES,RUTAN,LandPlane,1,Jet
Boomerang,L2P,L,BOOM,RUTAN,LandPlane,2,Piston
Cozy,L1P,L,COZY,RUTAN,LandPlane,1,Piston
Defiant,L2P,L,DEFI,RUTAN,LandPlane,2,Piston
